Date,TP
2005-01-15,0.151
2005-02-15,0.145
2005-03-15,0.176
2005-04-15,0.07
2005-05-15,0.13
2005-06-15,0.066
2005-07-15,0.115
2005-08-15,0.08
2005-09-15,0.08
2005-10-15,0.11
2005-11-15,0.113
2005-12-15,0.11
2006-01-15,0.114
2006-02-15,0.14
2006-03-15,0.16
2006-04-15,0.055
2006-05-15,0.085
2006-06-15,0.1
2006-07-15,0.15
2006-08-15,0.107
2006-09-15,0.1
2006-10-15,0.1055
2006-11-15,0.1015
2006-12-15,0.095
2007-01-15,0.06
2007-02-15,0.0485
2007-03-15,0.0505
2007-04-15,0.09
2007-05-15,0.065
2007-06-15,0.065
2007-07-15,0.07
2007-08-15,0.08
2007-09-15,0.09
2007-10-15,0.08
2007-11-15,0.0965
2007-12-15,0.07
2008-01-15,0.1465
2008-02-15,0.1465
2008-03-15,0.166
2008-04-15,0.115
2008-05-15,0.09
2008-06-15,0.163
2008-07-15,0.087
2008-08-15,0.0855
2008-09-15,0.09
2008-10-15,0.12
2008-11-15,0.1745
2008-12-15,0.12
2009-01-15,0.097
2009-02-15,0.071
2009-03-15,0.1625
2009-04-15,0.0785
2009-05-15,0.083
2009-06-15,0.0725
2009-07-15,0.0815
2009-08-15,0.0735
2009-09-15,0.0855
2009-10-15,0.105
2009-11-15,0.124
2009-12-15,0.0905
2010-01-15,0.0965
2010-02-15,0.0905
2010-03-15,0.0815
2010-04-15,0.0625
2010-05-15,0.071
2010-06-15,0.06
2010-07-15,0.099
2010-08-15,0.04
2010-09-15,0.067
2010-10-15,0.0905
2010-11-15,0.0975
2010-12-15,0.059
2011-01-15,0.088
2011-02-15,0.0865
2011-03-15,0.104
2011-04-15,0.0825
2011-05-15,0.1025
2011-06-15,0.091
2011-07-15,0.067
2011-08-15,0.076
2011-09-15,0.0635
2011-10-15,0.093
2011-11-15,0.061
2011-12-15,0.0615
2012-01-15,0.072
2012-02-15,0.082
2012-03-15,0.067165
2012-04-15,0.085
2012-05-15,0.069335
2012-06-15,0.058835
2012-07-15,0.087
2012-08-15,0.061
2012-09-15,0.094
2012-10-15,0.079
2012-11-15,0.088
2012-12-15,0.067
2013-01-15,0.06
2013-02-15,0.0505
2013-03-15,0.052
2013-04-15,0.0695
2013-05-15,0.0675
2013-06-15,0.069
2013-07-15,0.085
2013-08-15,0.077
2013-09-15,0.092
2013-10-15,0.061
2013-11-15,0.06
2013-12-15,0.065
2014-01-15,0.08
2014-02-15,0.057
2014-03-15,0.1
2014-04-15,0.043
2014-05-15,0.057
2014-06-15,0.047
2014-07-15,0.047
2014-08-15,0.09
2014-09-15,0.097
2014-10-15,0.1
2014-11-15,0.12
2014-12-15,0.1
2015-01-15,0.087
2015-02-15,0.087
2015-03-15,0.157
2015-04-15,0.14
2015-05-15,0.11
2015-06-15,0.087
2015-07-15,0.083
2015-08-15,0.093
2015-09-15,0.102
2015-10-15,0.108
2015-11-15,0.125
2015-12-15,0.111
2016-01-15,0.084
2016-02-15,0.083
2016-03-15,0.079
2016-04-15,0.083
2016-05-15,0.071
2016-06-15,0.064
2016-07-15,0.087
2016-08-15,0.064
2016-09-15,0.089
2016-10-15,0.098
2016-11-15,0.099
2016-12-15,0.095
2017-01-15,0.065
2017-02-15,0.057
2017-03-15,0.068
2017-04-15,0.068
2017-05-15,0.063
2017-06-15,0.072
2017-07-15,0.071
2017-08-15,0.054
2017-09-15,0.093
2017-10-15,0.11
2017-11-15,0.08
2017-12-15,0.12
2018-01-15,0.09
2018-02-15,0.07
2018-03-15,0.08
2018-04-15,0.06
2018-05-15,0.06
2018-06-15,0.07
2018-07-15,0.06
2018-08-15,0.05
2018-09-15,0.06
2018-10-15,0.08
2018-11-15,0.06
2018-12-15,0.08
2019-01-15,0.06
2019-02-15,0.05
2019-03-15,0.06
2019-04-15,0.07
2019-05-15,0.06
2019-06-15,0.06
2019-07-15,0.04
2019-08-15,0.05
2019-09-15,0.07
2019-10-15,0.07
2019-11-15,0.06
2019-12-15,0.07
2020-01-15,0.07
2020-02-15,0.064
2020-03-15,0.06
2020-04-15,0.07
2020-05-15,0.06
2020-06-15,0.065
2020-07-15,0.053
2020-08-15,0.047
2020-09-15,0.055
2020-10-15,0.062
2020-11-15,0.05
2020-12-15,0.06
2021-01-15,0.062
2021-02-15,0.05
2021-03-15,0.057
2021-04-15,0.07
2021-05-15,0.05
2021-06-15,0.063
2021-07-15,0.065
2021-08-15,0.064
2021-09-15,0.06
2021-10-15,0.068
2021-11-15,0.052
2021-12-15,0.062
2022-01-15,0.06
2022-02-15,0.055
2022-03-15,0.046
2022-04-15,0.063
2022-05-15,0.058
2022-06-15,0.056
2022-07-15,0.066
2022-08-15,0.06
2022-09-15,0.063
2022-10-15,0.0665
2022-11-15,0.0625
2022-12-15,0.05
